,state,killed,injured,month,year
2660,Louisiana,0,4,December,2014
2661,California,1,3,December,2014
2662,California,0,4,December,2014
2663,Illinois,1,3,December,2014
2664,Missouri,1,3,December,2014
2665,Kentucky,1,3,December,2014
2666,Michigan,1,3,December,2014
2667,New York,4,2,December,2014
2668,Illinois,0,5,December,2014
2669,Florida,2,2,December,2014
2670,Mississippi,1,4,December,2014
2671,Illinois,1,8,December,2014
2672,Illinois,4,0,December,2014
2673,New Jersey,0,4,December,2014
2674,Pennsylvania,7,0,December,2014
2675,Florida,1,4,December,2014
2676,Florida,0,5,December,2014
2677,Oregon,0,4,December,2014
2678,Indiana,0,4,December,2014
2679,Missouri,1,5,December,2014
2680,Virginia,0,5,December,2014
2681,New York,0,4,November,2014
2682,Tennessee,0,5,November,2014
2683,New Jersey,1,3,November,2014
2684,Georgia,3,2,November,2014
2685,Tennessee,0,4,November,2014
2686,Texas,2,3,November,2014
2687,California,0,6,November,2014
2688,Virginia,0,4,November,2014
2689,Colorado,1,4,November,2014
2690,Ohio,4,1,November,2014
2691,South Dakota,4,1,November,2014
2692,Ohio,1,3,November,2014
2693,Pennsylvania,0,6,November,2014
2694,Illinois,1,3,November,2014
2695,Nevada,0,4,November,2014
2696,Ohio,1,4,November,2014
2697,Texas,0,6,November,2014
2698,Missouri,4,0,November,2014
2699,Florida,1,3,November,2014
2700,California,0,5,November,2014
2701,California,0,4,November,2014
2702,California,0,4,November,2014
2703,California,0,4,November,2014
2704,Tennessee,0,5,October,2014
2705,Kentucky,4,0,October,2014
2706,Washington,5,1,October,2014
2707,New York,0,4,October,2014
2708,South Carolina,1,3,October,2014
2709,New York,0,4,October,2014
2710,Michigan,1,3,October,2014
2711,Georgia,3,2,October,2014
2712,Georgia,0,4,October,2014
2713,California,3,1,October,2014
2714,Georgia,1,3,October,2014
2715,New York,0,5,October,2014
2716,Georgia,0,4,October,2014
2717,New York,4,0,October,2014
2718,Florida,3,1,October,2014
2719,Michigan,1,5,October,2014
2720,Tennessee,2,2,October,2014
2721,California,0,4,October,2014
2722,South Carolina,1,7,September,2014
2723,California,0,4,September,2014
2724,Pennsylvania,0,4,September,2014
2725,Florida,0,15,September,2014
2726,Missouri,0,5,September,2014
2727,South Carolina,1,4,September,2014
2728,Ohio,0,4,September,2014
2729,Mississippi,2,2,September,2014
2730,New York,0,4,September,2014
2731,Florida,8,0,September,2014
2732,Louisiana,0,5,September,2014
2733,Texas,3,1,September,2014
2734,Alaska,0,6,September,2014
2735,Michigan,1,7,September,2014
2736,Florida,0,4,September,2014
2737,Georgia,0,5,September,2014
2738,Michigan,0,5,September,2014
2739,California,0,6,September,2014
2740,California,0,5,September,2014
2741,Mississippi,2,3,September,2014
2742,California,0,5,August,2014
2743,Florida,3,1,August,2014
2744,Michigan,1,3,August,2014
2745,Illinois,1,3,August,2014
2746,Georgia,1,3,August,2014
2747,California,3,4,August,2014
2748,Tennessee,0,5,August,2014
2749,Louisiana,0,4,August,2014
2750,New York,0,4,August,2014
2751,Massachusetts,0,4,August,2014
2752,California,1,3,August,2014
2753,Nevada,0,4,August,2014
2754,New Jersey,1,3,August,2014
2755,Utah,0,6,August,2014
2756,Tennessee,1,3,August,2014
2757,Tennessee,0,4,August,2014
2758,Louisiana,0,4,August,2014
2759,New York,1,3,August,2014
2760,Georgia,2,3,August,2014
2761,Louisiana,2,5,August,2014
2762,District of Columbia,0,6,August,2014
2763,Georgia,0,6,August,2014
2764,California,0,7,August,2014
2765,Minnesota,1,8,August,2014
2766,District of Columbia,0,4,August,2014
2767,Wisconsin,0,4,August,2014
2768,New Mexico,1,3,August,2014
2769,California,3,1,August,2014
2770,Georgia,0,5,August,2014
2771,Virginia,5,0,August,2014
2772,Texas,0,7,August,2014
2773,Missouri,0,5,August,2014
2774,Tennessee,0,5,August,2014
2775,Texas,3,1,August,2014
2776,Massachusetts,0,7,August,2014
2777,Pennsylvania,1,5,August,2014
2778,Pennsylvania,1,3,August,2014
2779,North Carolina,3,4,July,2014
2780,Pennsylvania,1,4,July,2014
2781,Missouri,0,5,July,2014
2782,Arkansas,1,3,July,2014
2783,Maine,5,0,July,2014
2784,Georgia,0,8,July,2014
2785,Illinois,1,6,July,2014
2786,Pennsylvania,0,4,July,2014
2787,New Jersey,0,6,July,2014
2788,Tennessee,0,4,July,2014
2789,Illinois,1,3,July,2014
2790,Nevada,1,3,July,2014
2791,Illinois,0,4,July,2014
2792,California,1,4,July,2014
2793,District of Columbia,0,4,July,2014
2794,Washington,0,5,July,2014
2795,Connecticut,0,5,July,2014
2796,California,3,2,July,2014
2797,Illinois,1,3,July,2014
2798,Texas,6,1,July,2014
2799,Rhode Island,0,5,July,2014
2800,Kentucky,0,4,July,2014
2801,California,1,4,July,2014
2802,Florida,2,2,July,2014
2803,Missouri,0,4,July,2014
2804,New York,0,4,July,2014
2805,Texas,0,6,July,2014
2806,Virginia,0,7,July,2014
2807,Oregon,1,4,July,2014
2808,Indiana,0,7,July,2014
2809,Illinois,0,5,July,2014
2810,Virginia,0,5,July,2014
2811,Pennsylvania,0,5,July,2014
2812,Kentucky,1,3,June,2014
2813,Louisiana,1,9,June,2014
2814,Missouri,0,4,June,2014
2815,California,1,5,June,2014
2816,California,0,7,June,2014
2817,New York,0,4,June,2014
2818,California,1,3,June,2014
2819,Wisconsin,0,5,June,2014
2820,Michigan,2,2,June,2014
2821,Massachusetts,0,5,June,2014
2822,Florida,2,7,June,2014
2823,California,1,3,June,2014
2824,Tennessee,0,5,June,2014
2825,District of Columbia,0,4,June,2014
2826,Maryland,0,4,June,2014
2827,Indiana,0,4,June,2014
2828,Illinois,0,4,June,2014
2829,California,3,1,June,2014
2830,New Jersey,0,6,June,2014
2831,Florida,5,0,June,2014
2832,Alabama,1,4,June,2014
2833,South Carolina,1,5,June,2014
2834,Michigan,1,3,June,2014
2835,Illinois,1,3,June,2014
2836,Georgia,1,4,June,2014
2837,Illinois,0,7,June,2014
2838,Illinois,1,5,June,2014
2839,California,0,4,June,2014
2840,California,1,3,May,2014
2841,Ohio,1,3,May,2014
2842,Michigan,0,4,May,2014
2843,South Carolina,3,1,May,2014
2844,Louisiana,1,7,May,2014
2845,California,4,7,May,2014
2846,California,2,2,May,2014
2847,Texas,1,3,May,2014
2848,Ohio,0,7,May,2014
2849,California,1,3,May,2014
2850,District of Columbia,0,5,May,2014
2851,Georgia,0,5,May,2014
2852,Illinois,0,4,May,2014
2853,Tennessee,0,7,May,2014
2854,California,1,6,May,2014
2855,Georgia,1,3,May,2014
2856,Georgia,2,3,May,2014
2857,Illinois,1,3,May,2014
2858,Colorado,0,4,May,2014
2859,Arkansas,4,4,May,2014
2860,Illinois,0,4,April,2014
2861,Georgia,1,6,April,2014
2862,New York,0,5,April,2014
2863,Tennessee,2,3,April,2014
2864,California,1,3,April,2014
2865,Illinois,0,6,April,2014
2866,Florida,2,2,April,2014
2867,Illinois,0,5,April,2014
2868,District of Columbia,0,4,April,2014
2869,Louisiana,1,3,April,2014
2870,Indiana,0,4,April,2014
2871,Illinois,0,5,April,2014
2872,Tennessee,3,1,April,2014
2873,Louisiana,0,4,April,2014
2874,Massachusetts,0,4,April,2014
2875,Oklahoma,0,4,April,2014
2876,Illinois,1,5,April,2014
2877,Arizona,1,3,April,2014
2878,California,0,4,April,2014
2879,Texas,4,16,April,2014
2880,North Carolina,0,5,March,2014
2881,Mississippi,0,5,March,2014
2882,Texas,1,3,March,2014
2883,California,0,7,March,2014
2884,California,1,3,March,2014
2885,South Carolina,0,4,March,2014
2886,Texas,3,1,March,2014
2887,Georgia,0,4,March,2014
2888,New York,0,4,March,2014
2889,Ohio,3,1,March,2014
2890,Texas,0,6,March,2014
2891,California,1,3,March,2014
2892,Illinois,0,6,March,2014
2893,South Carolina,3,1,March,2014
2894,Pennsylvania,1,4,March,2014
2895,Michigan,0,4,March,2014
2896,Virginia,4,1,February,2014
2897,California,0,4,February,2014
2898,Indiana,4,0,February,2014
2899,California,4,2,February,2014
2900,Florida,1,6,February,2014
2901,Texas,1,7,February,2014
2902,Indiana,0,5,February,2014
2903,Texas,1,4,February,2014
2904,Florida,1,4,February,2014
2905,Nevada,0,5,February,2014
2906,Indiana,0,5,February,2014
2907,California,1,3,February,2014
2908,California,1,3,February,2014
2909,Florida,0,5,February,2014
2910,Louisiana,0,4,February,2014
2911,Illinois,1,3,February,2014
2912,Indiana,3,2,February,2014
2913,North Carolina,0,4,January,2014
2914,Washington,1,4,January,2014
2915,Illinois,1,4,January,2014
2916,Florida,0,4,January,2014
2917,New Jersey,2,3,January,2014
2918,Virginia,0,4,January,2014
2919,Oklahoma,2,4,January,2014
2920,Utah,5,0,January,2014
2921,California,0,4,January,2014
2922,Michigan,0,4,January,2014
2923,Illinois,0,5,January,2014
2924,Louisiana,0,6,January,2014
2925,Alabama,0,5,January,2014
2926,Mississippi,0,4,January,2014
2927,Pennsylvania,1,3,January,2014
2928,New York,1,3,January,2014
2929,Virginia,2,2,January,2014
